F-PLE,F-STI,F-COM,F-DYN,F-PUB,LUM-0,LUM-25,LUM-50,LUM-75,LUM-100,SAT-0,SAT-25,SAT-50,SAT-75,SAT-100,RGB-R,RGB-G,RGB-B,ISO-0,ISO-25,ISO-50,ISO-75,ISO-100,LY-A,LY-B,SC-A,SC-B,OP
0.75,0.5,1,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.75,0.75,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,0.75,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.75,0.75,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,0.75,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.75,1,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.25,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.5,0.75,1,0.75,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.75,1,0.75,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.75,1,1,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.75,0.75,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.25,1,1,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,0.75,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,0.75,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.75,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.75,1,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,0.75,0.75,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.5,0.5,1,0.75,0.75,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,0.75,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0.75,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.75,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
1,0.5,1,1,1,0.305882,0.433333,0.535294,0.623529,0.717647,0,0.004016,0.004975,0.010309,0.102564,0.535437,0.532578,0.530671,0.087209,0.123859,0.155038,0.203849,0.590548,0,0.5,0.5,0.5,0.5
0,0.75,1,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.5,0.75,0.75,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,1,1,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,1,1,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.25,0.75,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,0.75,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.75,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.25,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,1,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.75,0.75,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.75,0.75,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,1,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,0.75,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.75,1,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,1,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.25,1,1,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.5,0.75,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.75,0.5,1,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.75,0.5,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.5,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.75,1,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.75,0.75,1,1,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.75,0.75,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.75,0.75,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.75,0.75,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,1,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,1,0.75,1,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.75,0.75,0.75,1,1,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,0.75,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.75,0.75,0.75,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.75,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,0.75,0.75,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.75,0.5,0.5,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.75,1,1,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.75,1,1,1,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,1,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,1,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,1,1,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.75,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,0.75,0.75,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,1,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,0.5,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.5,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.5,0.75,0.75,0.75,0.25,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.25,1,1,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0,0.5,1,1,0.75,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.25,0.5,0.75,1,0.5,0.433333,0.560784,0.607843,0.654902,0.956863,0,0.012766,0.017544,0.02439,0.636364,0.603962,0.608708,0.617987,0.087209,0.127232,0.165805,0.23815,1,0,0.5,0.5,0.5,1
0.75,0.5,0.25,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
1,0.75,0.5,0.75,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
1,0.25,0.5,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.75,0.75,0.5,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
1,0.5,0.25,0.75,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
1,0.5,0.25,1,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.5,0.75,0.75,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
1,0.75,0.25,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
1,0.5,0.75,0.5,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.75,0.25,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.5,0.5,0.25,0.25,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.75,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.5,0.75,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.5,0.5,0.5,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.5,0.75,0.5,0.25,0.5,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.75,0.5,0.75,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.75,0.75,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.75,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.5,0.25,0.25,0.75,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.5,0.5,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.5,0.5,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.5,0.5,0.5,0.5,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.75,1,1,1,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.5,0.5,0.5,0.25,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.75,0.25,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.25,0.75,0.5,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
0.75,0.5,0.5,0.75,0.75,0.34902,0.468627,0.54902,0.613725,0.760784,0,0,0.004444,0.00565,0.101124,0.548856,0.549169,0.547454,0.087209,0.14987,0.177237,0.236161,0.627627,0,0.5,0.5,1,0.5
