x0_c,x1,x2_c,x3,x4_c,y0_c,y1,y2_c,y3_c,y4
0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.25,0.75,0.25
0.0,0.0,1.0,0.0,0.0,0.25,0.5,0.25,0.5,0.25
0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.25,0.75,0.25
0.0,0.0,1.0,0.0,0.0,0.75,0.5,0.25,0.25,0.25
0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.25,0.25,0.5
0.0,0.0,1.0,0.0,0.0,0.25,0.5,0.25,0.25,0.25
0.0,0.0,1.0,0.0,0.0,0.25,0.5,0.25,0.25,0.0
0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.25,0.25,0.0
0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.25,0.5,0.25
0.0,0.0,1.0,0.0,0.0,0.75,0.5,0.25,0.25,0.25
0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.25,0.25,0.5
0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.25,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.25,0.5,0.75
0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.25,0.75,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.5,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.75,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.0,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.0,0.5,0.5
0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.5,0.25,0.25,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.25,0.25,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.25,0.75,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.5,0.5,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.25,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.25,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.5,0.25,0.25,0.5,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.5,0.25,0.75
0.0,0.0,1.0,0.0,1.0,1.0,0.25,0.25,0.5,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.0,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.25,0.75,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.5,0.25,0.25,0.75,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.0,0.5,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.25,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.5,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.0,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.0,0.5,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.0,0.25,1.0
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.5,0.25,0.0,0.25,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.25,0.5
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.75,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.5,0.5,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.25,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.75,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.75,0.5
0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.25,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.5,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.25,0.25,0.5,0.25
0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.25,0.25,0.25
0.0,0.0,1.0,0.0,1.0,0.5,0.25,0.25,0.25,0.75
0.0,0.0,1.0,0.0,1.0,0.5,0.25,0.25,0.75,0.25
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.25,0.5,0.75
0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.5,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.5,0.0
0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.5,0.25,0.5
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.5,0.25,0.5
0.0,0.0,1.0,1.0,0.0,0.75,0.75,0.75,0.5,0.5
0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.25,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.75,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0
0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.75,0.75,0.25,0.75,0.25
0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,0.25,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.0,0.75,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.75,0.5,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.75,0.75,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.5,0.75,0.25
0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.75,0.25,0.5,0.5,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,0.0,0.75,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.25,0.5,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,0.5,0.75
0.0,0.0,1.0,1.0,0.0,0.75,0.25,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.25,0.25,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.5,0.25,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.25,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.5,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.75,0.25,0.75
0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.25,0.75,0.75
0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.25,0.75,0.25
0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.75,0.5,0.0
0.0,0.0,1.0,1.0,0.0,0.5,0.75,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.25,0.5,0.25
0.0,0.0,1.0,1.0,0.0,0.75,0.25,0.5,0.75,0.5
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.5,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.0,0.25,0.75
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.75,0.5,0.5
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.25,0.5,0.25
0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.25,0.5
0.0,0.0,1.0,1.0,0.0,0.5,0.75,0.0,0.25,0.75
0.0,0.0,1.0,1.0,0.0,0.75,0.25,0.75,0.5,0.75
0.0,0.0,1.0,1.0,0.0,0.5,0.75,0.25,0.25,0.25
0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.5,0.75,0.75
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.25,0.25,0.0
0.0,0.0,1.0,1.0,0.0,0.25,0.75,0.5,0.25,0.75
0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.25,0.25,0.25
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.25,0.5,0.25
0.0,0.0,1.0,1.0,1.0,0.5,0.25,0.25,0.25,1.0
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.25,0.75,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.25,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.25,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.5,0.0,0.25
0.0,0.0,1.0,1.0,1.0,0.5,0.25,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.25,1.0
0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.25,0.5,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.25,0.75,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.5,0.0,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.5,0.5,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.25,0.0,1.0
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.5,0.25,0.25
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.25,0.5,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.0,0.75,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.0,0.5,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.25,0.5,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.25,0.25,1.0
0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.0,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.5,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.5,0.25,0.75
0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,0.25
0.0,0.0,1.0,1.0,1.0,0.5,0.25,0.25,0.5,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.25,0.25,0.25
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.5,0.75,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.0,0.25,0.25
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.25,0.5,0.25
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.5,0.75,0.25
0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.25,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.25,0.25,1.0
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.25,0.25,0.25
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.5,0.75,0.75
0.0,0.0,1.0,1.0,1.0,0.25,0.75,0.25,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.25,0.0,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.25,0.5,0.25,0.25,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.5,0.5,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.25,0.25,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.75
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.25,0.75,0.75
0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.25,0.5,0.25
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.25,0.5,0.5
0.0,0.0,1.0,1.0,1.0,0.75,0.5,0.5,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.25,0.75,0.5
0.0,0.5,0.0,0.5,0.0,0.25,0.75,0.25,0.5,0.5
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.25,0.5,0.25
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.5,0.25,0.5
0.0,0.5,0.0,0.5,0.0,0.75,0.75,0.5,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.25,0.25,0.5
0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.25,0.25,0.25
0.0,0.5,0.0,0.5,0.0,0.75,0.75,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.25,0.75,0.5
0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.25,0.75,0.25
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.75,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.75,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.75,0.75,0.5,0.25
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.25,0.75,0.25
0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25,0.5,0.25
0.0,0.5,0.0,0.5,0.0,0.5,0.75,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.25,0.75,0.25
0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.5,0.75,0.5
0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.25,0.5,0.5
0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.25
0.0,0.5,0.0,0.5,0.0,0.25,0.75,0.25,0.75,0.25
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.75,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.5
0.0,0.5,0.0,0.5,0.0,0.75,0.75,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.25,0.75,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.5,0.75,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.75,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.5,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.75,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25,0.25,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.5,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.25,0.75,0.5
0.0,0.5,0.0,0.5,0.0,0.75,0.75,0.75,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.25,0.75,0.25
0.0,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.0,0.75,0.25,0.75,0.75,0.5
0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,1.0,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.75,0.5,0.75
0.0,0.5,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.25,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.5,0.75,1.0
0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.75,1.0,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.25,0.75,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.5,0.5,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.25,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.5,1.0,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,1.0,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,0.25,1.0
0.0,0.5,0.0,0.5,0.5,1.0,0.75,0.75,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.25,1.0,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.75,0.75,1.0,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,1.0,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,1.0,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.25,0.75,0.5,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.25,0.5,1.0
0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.75,0.5,1.0
0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.25,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.25,0.75,0.75,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.5,0.5,1.0
0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.25,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,1.0,0.5,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.5,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.75,0.5,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.25,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.25,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.75,0.25,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.5,0.75,1.0
0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.75,1.0,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,0.25,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.5,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,1.0,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.75,0.75,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,0.75,0.75
0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.75,0.5,1.0
0.0,0.5,0.0,0.5,0.5,1.0,0.25,0.5,0.75,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.75,0.25,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.25,0.5,0.75
0.0,0.5,0.0,0.5,0.5,0.75,0.5,0.25,1.0,1.0
0.0,0.5,0.0,0.5,0.5,0.75,0.75,0.75,0.5,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.75,0.25,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.5,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.5,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.25,0.5,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.75,0.25,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.25,0.75,0.25
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.25,0.25,0.25
0.0,0.5,0.0,1.0,0.0,0.75,0.5,0.25,0.5,0.75
0.0,0.5,0.0,1.0,0.0,0.75,0.25,0.25,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.25,0.5,0.5
0.0,0.5,0.0,1.0,0.0,0.5,0.75,0.25,0.75,0.25
0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.25,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.75,0.25,0.75,0.25,0.25
0.0,0.5,0.0,1.0,0.0,0.75,0.25,0.25,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.75,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.5,0.25,0.25,0.5,0.5
0.0,0.5,0.0,1.0,0.0,0.5,0.25,0.25,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.75,0.75,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.75,0.25,0.25
0.0,0.5,0.0,1.0,0.0,0.5,0.75,0.5,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.5,0.25,0.5,0.5,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.25,0.75,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.5,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.25,0.5,0.25
0.0,0.5,0.0,1.0,0.0,0.75,0.25,0.5,0.75,0.25
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.5,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.75,0.25,0.75,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.5,0.5,0.25
0.0,0.5,0.0,1.0,0.0,0.75,0.75,0.25,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.75,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.75,0.5,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.25,0.75,0.25
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.25,0.25,0.25
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.25,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.5,0.75,0.5,0.75,0.75
0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.25
0.0,0.5,0.0,1.0,0.0,0.75,0.25,0.25,0.25,0.25
0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.25,0.5,0.5
0.0,0.5,0.0,1.0,0.0,0.5,0.75,0.25,0.5,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.5,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.25,0.5,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.5,0.5,0.25,0.5
0.0,0.5,0.0,1.0,0.0,0.25,0.75,0.25,0.5,0.5
0.0,0.5,0.0,1.0,0.0,0.75,0.25,0.75,0.5,0.5
0.0,0.5,0.0,1.0,0.0,0.5,0.75,0.25,0.75,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.5,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.75,0.75,0.25,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.75,0.75,0.25,0.25,0.75
0.0,0.5,0.0,1.0,0.0,0.25,0.25,0.25,0.25,0.25
0.0,0.5,0.0,1.0,1.0,0.5,0.25,0.25,0.5,0.25
0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.25,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.75,0.75,0.5,0.75,0.5
0.0,0.5,0.0,1.0,1.0,0.75,0.75,0.75,0.25,0.5
0.0,0.5,0.0,1.0,1.0,0.75,0.5,0.5,0.5,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.25,0.25,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.5,0.75,0.25,0.25,0.5
0.0,0.5,0.0,1.0,1.0,0.5,0.25,0.75,0.5,0.25
0.0,0.5,0.0,1.0,1.0,0.75,0.75,0.25,0.75,0.75
0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.75,0.75
0.0,0.5,0.0,1.0,1.0,0.75,0.5,0.75,0.5,0.25
0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.25,0.25,0.5
0.0,0.5,0.0,1.0,1.0,0.5,0.25,0.25,0.75,0.25
0.0,0.5,0.0,1.0,1.0,0.5,0.75,0.25,0.5,0.5
0.0,0.5,0.0,1.0,1.0,0.75,0.5,0.25,0.5,0.75
0.0,0.5,0.0,1.0,1.0,0.5,0.75,0.75,0.5,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.75,0.5,0.75,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.75,0.5,0.5,0.75
0.0,0.5,0.0,1.0,1.0,0.75,0.5,0.25,0.75,0.25
0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.25,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.25,0.5,0.5
0.0,0.5,0.0,1.0,1.0,0.5,0.75,0.25,0.5,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.25,0.25,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.5,0.25,0.5,0.5,0.75
0.0,0.5,0.0,1.0,1.0,0.75,0.5,0.75,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.5,0.25,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.75,0.25,0.25,0.5
0.0,0.5,0.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75
0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.25,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.75,0.5,0.25,0.75,0.25
0.0,0.5,0.0,1.0,1.0,0.75,0.25,0.75,0.5,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.5,0.25,0.25,0.5
0.0,0.5,0.0,1.0,1.0,0.25,0.75,0.25,0.75,0.75
0.0,0.5,0.0,1.0,1.0,0.5,0.75,0.25,0.25,0.75
0.0,0.5,0.0,1.0,1.0,0.25,0.25,0.25,0.5,1.0
0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.25,0.25,0.75
